method,params,val_accuracy,test_accuracy
NeuralNet,"{'n_hidden': 209, 'n_layers': 2, 'learning_rate': 0.0001, 'dropout_prob': 0.4360939636712673, 'n_epochs': 100, 'batch_size': 50, 'weight_positives': False}",0.6712182139034338,0.6931046248332764
NeuralNet,"{'n_hidden': 209, 'n_layers': 2, 'learning_rate': 0.0001, 'dropout_prob': 0.4360939636712673, 'n_epochs': 100, 'batch_size': 50, 'weight_positives': False}",0.6762808458934821,0.6985328329042464
NeuralNet,"{'n_hidden': 299, 'n_layers': 2, 'learning_rate': 0.00033143071288624734, 'dropout_prob': 0.6015292336734678, 'n_epochs': 100, 'batch_size': 50, 'weight_positives': True}",0.5009691324095235,0.4672601507490927
NeuralNet,"{'n_hidden': 299, 'n_layers': 2, 'learning_rate': 0.00033143071288624734, 'dropout_prob': 0.6015292336734678, 'n_epochs': 100, 'batch_size': 50, 'weight_positives': True}",0.7060201926693088,0.6378299575048854
NeuralNet,"{'n_hidden': 299, 'n_layers': 2, 'learning_rate': 0.00033143071288624734, 'dropout_prob': 0.6015292336734678, 'n_epochs': 100, 'batch_size': 50, 'weight_positives': True}",0.6430121213874505,0.6605353764074567
NeuralNet,"{'n_hidden': 142, 'n_layers': 2, 'learning_rate': 0.0001, 'dropout_prob': 0.2592263625936452, 'n_epochs': 20, 'batch_size': 50, 'weight_positives': False}",0.7041687158272341,0.7134836688482893
NeuralNet,"{'n_hidden': 142, 'n_layers': 2, 'learning_rate': 0.0001, 'dropout_prob': 0.2592263625936452, 'n_epochs': 20, 'batch_size': 50, 'weight_positives': False}",0.7012757832614921,0.695430999720835
NeuralNet,"{'n_hidden': 142, 'n_layers': 2, 'learning_rate': 0.0001, 'dropout_prob': 0.2592263625936452, 'n_epochs': 20, 'batch_size': 50, 'weight_positives': False}",0.7202823502184164,0.7088309190731722
NeuralNet,"{'n_hidden': 60, 'n_layers': 2, 'learning_rate': 0.0001, 'dropout_prob': 0.6036371765407573, 'n_epochs': 61, 'batch_size': 114, 'weight_positives': False}",0.6911505192813955,0.6909953782685567
NeuralNet,"{'n_hidden': 60, 'n_layers': 2, 'learning_rate': 0.0001, 'dropout_prob': 0.6036371765407573, 'n_epochs': 61, 'batch_size': 114, 'weight_positives': False}",0.7673792923886943,0.6917708365644095
NeuralNet,"{'n_hidden': 60, 'n_layers': 2, 'learning_rate': 0.0001, 'dropout_prob': 0.6036371765407573, 'n_epochs': 61, 'batch_size': 114, 'weight_positives': False}",0.7116035525211908,0.685350041874748
NeuralNet,"{'n_hidden': 50, 'n_layers': 3, 'learning_rate': 0.005371157039403663, 'dropout_prob': 0.6791342997501568, 'n_epochs': 97, 'batch_size': 200, 'weight_positives': False}",0.7238985159255937,0.6866838301436148
NeuralNet,"{'n_hidden': 50, 'n_layers': 3, 'learning_rate': 0.005371157039403663, 'dropout_prob': 0.6791342997501568, 'n_epochs': 97, 'batch_size': 200, 'weight_positives': False}",0.7407353834582114,0.7227891683985235
NeuralNet,"{'n_hidden': 50, 'n_layers': 3, 'learning_rate': 0.005371157039403663, 'dropout_prob': 0.6791342997501568, 'n_epochs': 97, 'batch_size': 200, 'weight_positives': False}",0.740012150316776,0.6874592884394677
NeuralNet,"{'n_hidden': 122, 'n_layers': 1, 'learning_rate': 0.0010817432605949573, 'dropout_prob': 0.8, 'n_epochs': 100, 'batch_size': 180, 'weight_positives': False}",0.7123267856626261,0.6956481280436738
NeuralNet,"{'n_hidden': 122, 'n_layers': 1, 'learning_rate': 0.0010817432605949573, 'dropout_prob': 0.8, 'n_epochs': 100, 'batch_size': 180, 'weight_positives': False}",0.7423843550206844,0.6933217531561152
NeuralNet,"{'n_hidden': 122, 'n_layers': 1, 'learning_rate': 0.0010817432605949573, 'dropout_prob': 0.8, 'n_epochs': 100, 'batch_size': 180, 'weight_positives': False}",0.7022015216825295,0.7005180061416296
NeuralNet,"{'n_hidden': 400, 'n_layers': 2, 'learning_rate': 0.0001, 'dropout_prob': 0.7229751315361195, 'n_epochs': 20, 'batch_size': 95, 'weight_positives': True}",0.5449127780831428,0.4437172368870001
NeuralNet,"{'n_hidden': 400, 'n_layers': 2, 'learning_rate': 0.0001, 'dropout_prob': 0.7229751315361195, 'n_epochs': 20, 'batch_size': 95, 'weight_positives': True}",0.5235050770966528,0.4537671764012531
NeuralNet,"{'n_hidden': 400, 'n_layers': 2, 'learning_rate': 0.0001, 'dropout_prob': 0.7229751315361195, 'n_epochs': 20, 'batch_size': 95, 'weight_positives': True}",0.5236207943992824,0.49830950091504067
NeuralNet,"{'n_hidden': 50, 'n_layers': 1, 'learning_rate': 0.009309501016307236, 'dropout_prob': 0.2, 'n_epochs': 100, 'batch_size': 200, 'weight_positives': False}",0.7036479879654005,0.6636372095908681
NeuralNet,"{'n_hidden': 50, 'n_layers': 1, 'learning_rate': 0.009309501016307236, 'dropout_prob': 0.2, 'n_epochs': 100, 'batch_size': 200, 'weight_positives': False}",0.7344287904648942,0.6675145010701323
NeuralNet,"{'n_hidden': 50, 'n_layers': 1, 'learning_rate': 0.009309501016307236, 'dropout_prob': 0.2, 'n_epochs': 100, 'batch_size': 200, 'weight_positives': False}",0.700031822258223,0.7067216725084524
NeuralNet,"{'n_hidden': 50, 'n_layers': 1, 'learning_rate': 0.002157956161423779, 'dropout_prob': 0.48744093352873014, 'n_epochs': 100, 'batch_size': 200, 'weight_positives': False}",0.7702722249544363,0.6871180867892924
NeuralNet,"{'n_hidden': 50, 'n_layers': 1, 'learning_rate': 0.002157956161423779, 'dropout_prob': 0.48744093352873014, 'n_epochs': 100, 'batch_size': 200, 'weight_positives': False}",0.7335030520438568,0.6979745029312323
NeuralNet,"{'n_hidden': 50, 'n_layers': 1, 'learning_rate': 0.002157956161423779, 'dropout_prob': 0.48744093352873014, 'n_epochs': 100, 'batch_size': 200, 'weight_positives': False}",0.6940434518471373,0.6768200006203666
