method,params,val_accuracy,test_accuracy
NeuralNet,"{'n_hidden': 74, 'n_layers': 1, 'learning_rate': 0.49999999999999994, 'dropout_prob': 0.8, 'n_epochs': 86, 'batch_size': 200}",0.7070327190673185,0.620087471695772
NeuralNet,"{'n_hidden': 74, 'n_layers': 1, 'learning_rate': 0.49999999999999994, 'dropout_prob': 0.8, 'n_epochs': 86, 'batch_size': 200}",0.7238695865999363,0.6368063525543596
NeuralNet,"{'n_hidden': 303, 'n_layers': 3, 'learning_rate': 0.01236374678013051, 'dropout_prob': 0.2870399400611288, 'n_epochs': 83, 'batch_size': 50}",0.6125495414701883,0.6002977759856075
NeuralNet,"{'n_hidden': 303, 'n_layers': 3, 'learning_rate': 0.01236374678013051, 'dropout_prob': 0.2870399400611288, 'n_epochs': 83, 'batch_size': 50}",0.691671247143229,0.7031855826793635
NeuralNet,"{'n_hidden': 303, 'n_layers': 3, 'learning_rate': 0.01236374678013051, 'dropout_prob': 0.2870399400611288, 'n_epochs': 83, 'batch_size': 50}",0.7063384152515405,0.7165855020317007
NeuralNet,"{'n_hidden': 50, 'n_layers': 1, 'learning_rate': 0.014838268355063253, 'dropout_prob': 0.8, 'n_epochs': 20, 'batch_size': 167}",0.7471287644285011,0.6991842178727627
NeuralNet,"{'n_hidden': 50, 'n_layers': 1, 'learning_rate': 0.014838268355063253, 'dropout_prob': 0.8, 'n_epochs': 20, 'batch_size': 167}",0.74041716087598,0.7069388008312912
NeuralNet,"{'n_hidden': 50, 'n_layers': 1, 'learning_rate': 0.014838268355063253, 'dropout_prob': 0.8, 'n_epochs': 20, 'batch_size': 167}",0.7370035004484045,0.7094823040416885
NeuralNet,"{'n_hidden': 50, 'n_layers': 1, 'learning_rate': 0.002539584442100185, 'dropout_prob': 0.6528859416164758, 'n_epochs': 20, 'batch_size': 81}",0.702924754823965,0.7193461335649367
NeuralNet,"{'n_hidden': 50, 'n_layers': 1, 'learning_rate': 0.002539584442100185, 'dropout_prob': 0.6528859416164758, 'n_epochs': 20, 'batch_size': 81}",0.7315358578991523,0.6762616706473525
NeuralNet,"{'n_hidden': 50, 'n_layers': 1, 'learning_rate': 0.002539584442100185, 'dropout_prob': 0.6528859416164758, 'n_epochs': 20, 'batch_size': 81}",0.6559146006306593,0.6219795899376531
NeuralNet,"{'n_hidden': 50, 'n_layers': 1, 'learning_rate': 0.049726304811914916, 'dropout_prob': 0.8, 'n_epochs': 20, 'batch_size': 200}",0.6720282350218416,0.6759204689971773
NeuralNet,"{'n_hidden': 50, 'n_layers': 1, 'learning_rate': 0.049726304811914916, 'dropout_prob': 0.8, 'n_epochs': 20, 'batch_size': 200}",0.7386524720108775,0.6916467632370731
NeuralNet,"{'n_hidden': 50, 'n_layers': 1, 'learning_rate': 0.049726304811914916, 'dropout_prob': 0.8, 'n_epochs': 20, 'batch_size': 200}",0.6887493852518297,0.6530909767672693
NeuralNet,"{'n_hidden': 400, 'n_layers': 1, 'learning_rate': 0.011574784779752044, 'dropout_prob': 0.3128569592963844, 'n_epochs': 20, 'batch_size': 50}",0.7206873607776202,0.6675145010701323
